customer_id,first_name,last_name,date_of_birth,ssn_hash,email,phone_primary,customer_since,customer_status,segment_code,branch_id,created_ts,updated_ts
157,Matthew,Jones,2000-01-19,sha256_000156,user156@example.com,555-800-8679,2011-02-28,A,PREMIER,408,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
158,Brianna,Soto,1971-03-18,sha256_000157,user157@example.com,555-911-3690,2013-10-24,A,PREFERRED,497,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
159,Jerry,Brown,1974-09-10,sha256_000158,user158@example.com,555-737-6312,2024-12-20,I,DIGITAL,367,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
160,Jeffrey,Hernandez,1956-01-08,sha256_000159,user159@example.com,555-503-4572,2020-09-04,A,PREMIER,449,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
161,Chad,Hart,1941-10-24,sha256_000160,user160@example.com,555-202-3473,2022-11-23,I,STANDARD,147,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
162,Crystal,Torres,1964-01-11,sha256_000161,user161@example.com,555-594-8978,2011-10-14,A,DIGITAL,455,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
163,Jeremy,Mcknight,1981-02-09,sha256_000162,user162@example.com,555-878-2688,2025-09-17,A,PREMIER,164,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
164,Rebecca,Wilson,1981-04-18,sha256_000163,user163@example.com,555-710-1763,2022-05-20,I,STANDARD,225,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
165,Michele,Duran,1980-07-09,sha256_000164,user164@example.com,555-706-4077,2014-07-09,C,PREFERRED,151,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
166,Chad,Obrien,1954-01-02,sha256_000165,user165@example.com,555-504-7458,2012-07-31,I,STANDARD,260,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
167,John,Gibbs,1986-12-31,sha256_000166,user166@example.com,555-481-8266,2016-05-23,A,PREFERRED,399,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
168,Elizabeth,Perez,1997-04-29,sha256_000167,user167@example.com,555-579-9987,2009-04-12,I,BASIC,207,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
169,Jason,Mills,1986-02-14,sha256_000168,user168@example.com,555-673-3666,2008-02-14,I,PREMIER,428,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
170,David,Hayes,2006-12-26,sha256_000169,user169@example.com,555-796-4671,2023-10-13,C,BASIC,342,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
171,Selena,Ramos,2001-05-26,sha256_000170,user170@example.com,555-580-2231,2007-06-15,A,DIGITAL,351,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
172,Ashley,Dalton,2002-06-23,sha256_000171,user171@example.com,555-207-6173,2014-03-08,A,BASIC,475,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
173,Thomas,Branch,1956-11-05,sha256_000172,user172@example.com,555-267-9977,2013-09-30,C,BASIC,272,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
174,Kristen,Torres,1960-02-21,sha256_000173,user173@example.com,555-869-7307,2024-07-08,A,PREMIER,237,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
175,Lindsey,Oliver,1961-11-08,sha256_000174,user174@example.com,555-760-6356,2014-01-12,A,BASIC,497,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
176,James,Lynch,1977-07-31,sha256_000175,user175@example.com,555-154-4530,2011-12-20,A,STANDARD,322,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
177,Collin,Singh,1960-06-30,sha256_000176,user176@example.com,555-545-9236,2014-11-07,A,BASIC,345,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
178,Ryan,Meza,1997-09-16,sha256_000177,user177@example.com,555-297-5471,2024-09-23,A,BASIC,218,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
179,Rodney,Clark,1948-03-16,sha256_000178,user178@example.com,555-409-2209,2015-12-31,A,STANDARD,186,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
180,Stuart,Clark,1974-12-16,sha256_000179,user179@example.com,555-192-4288,2007-10-13,A,PREFERRED,167,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
181,Jessica,Guerrero,1945-09-12,sha256_000180,user180@example.com,555-174-1604,2012-01-05,A,PREMIER,189,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
182,Emily,Moore,1998-04-23,sha256_000181,user181@example.com,555-415-2817,2023-09-05,A,PREMIER,178,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
183,Tracey,Thompson,1975-03-17,sha256_000182,user182@example.com,555-598-1159,2007-04-22,A,PREFERRED,398,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
184,Corey,Jones,1961-11-19,sha256_000183,user183@example.com,555-371-5079,2007-04-29,A,BASIC,123,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
185,Richard,Smith,1975-04-28,sha256_000184,user184@example.com,555-965-6710,2023-01-15,A,STANDARD,351,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
186,Matthew,Hayes,1978-08-20,sha256_000185,user185@example.com,555-891-4089,2010-06-21,A,STANDARD,479,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
187,Michelle,Wheeler,1997-05-18,sha256_000186,user186@example.com,555-504-4783,2018-04-26,A,PREFERRED,406,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
188,John,Carter,1982-12-30,sha256_000187,user187@example.com,555-897-9631,2014-08-05,A,STANDARD,261,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
189,James,Hall,1992-07-08,sha256_000188,user188@example.com,555-965-7766,2017-07-20,A,DIGITAL,123,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
190,Shane,Mann,1988-04-26,sha256_000189,user189@example.com,555-552-5867,2010-11-01,A,BASIC,433,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
191,Robert,Warner,1962-09-24,sha256_000190,user190@example.com,555-981-3560,2006-07-29,A,DIGITAL,101,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
192,Joshua,Gibson,1966-04-22,sha256_000191,user191@example.com,555-411-9072,2010-08-02,A,DIGITAL,372,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
193,John,Mcdaniel,1967-11-08,sha256_000192,user192@example.com,555-447-3115,2007-11-15,A,BASIC,368,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
194,Sandra,Bradshaw,1984-04-12,sha256_000193,user193@example.com,555-603-3927,2007-08-01,A,STANDARD,176,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
195,Scott,French,1944-04-01,sha256_000194,user194@example.com,555-900-9180,2024-08-13,A,BASIC,395,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
196,Michelle,Weber,2002-08-21,sha256_000195,user195@example.com,555-375-5765,2021-05-14,I,PREFERRED,170,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
197,Andrea,Guerrero,1985-07-26,sha256_000196,user196@example.com,555-984-7680,2012-01-17,A,PREMIER,190,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
198,Brent,Peck,2000-08-09,sha256_000197,user197@example.com,555-293-6316,2014-09-01,I,STANDARD,424,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
199,Yvette,Coleman,1985-10-24,sha256_000198,user198@example.com,555-657-6880,2025-05-31,A,PREMIER,491,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
200,Mary,Stephens,1944-02-07,sha256_000199,user199@example.com,555-122-3694,2024-07-08,A,PREMIER,205,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
201,Tanya,Holland,1983-12-26,sha256_000200,user200@example.com,555-868-3172,2016-01-19,A,BASIC,468,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
202,Sara,Kerr,1947-09-03,sha256_000201,user201@example.com,555-369-3902,2014-02-23,A,DIGITAL,465,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
203,Melinda,Serrano,1975-05-12,sha256_000202,user202@example.com,555-259-2398,2023-01-27,A,PREFERRED,407,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
204,Gabriel,Jones,1961-08-28,sha256_000203,user203@example.com,555-411-8867,2023-01-01,A,BASIC,156,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
205,Todd,Martin,1977-11-17,sha256_000204,user204@example.com,555-101-3548,2023-11-02,A,PREMIER,219,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
206,Jason,Parker,1990-09-15,sha256_000205,user205@example.com,555-154-6052,2015-03-02,A,PREFERRED,371,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
207,Richard,Curry,1957-05-03,sha256_000206,user206@example.com,555-325-8126,2026-04-03,A,DIGITAL,499,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
208,Brian,Carroll,1943-08-13,sha256_000207,user207@example.com,555-625-8053,2015-01-07,I,PREFERRED,425,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
209,Nicholas,Roberts,1990-11-11,sha256_000208,user208@example.com,555-670-4945,2016-12-08,A,DIGITAL,268,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
210,Tricia,Martinez,1956-05-13,sha256_000209,user209@example.com,555-874-5285,2017-02-19,A,BASIC,194,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
211,Joseph,Barker,1991-01-08,sha256_000210,user210@example.com,555-953-9951,2012-11-21,A,PREMIER,484,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
212,Kristen,Lyons,1960-07-04,sha256_000211,user211@example.com,555-629-7070,2016-01-04,A,PREMIER,210,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
213,Spencer,Bender,1955-09-05,sha256_000212,user212@example.com,555-329-8330,2011-12-05,A,BASIC,236,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
214,Rodney,Mason,1978-06-02,sha256_000213,user213@example.com,555-703-9122,2011-03-17,A,STANDARD,485,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
215,Susan,Snyder,1959-03-02,sha256_000214,user214@example.com,555-340-8087,2008-02-05,A,STANDARD,324,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
216,Wendy,Miller,1990-04-12,sha256_000215,user215@example.com,555-522-2666,2010-07-03,A,STANDARD,205,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
217,Angela,Williams,2003-03-14,sha256_000216,user216@example.com,555-253-6058,2016-02-09,A,STANDARD,102,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
218,Jennifer,Reynolds,2002-01-19,sha256_000217,user217@example.com,555-387-1916,2016-08-13,C,DIGITAL,271,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
219,Eric,Morris,1978-07-30,sha256_000218,user218@example.com,555-484-6875,2021-09-20,A,STANDARD,494,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
220,Kenneth,Wright,1948-01-27,sha256_000219,user219@example.com,555-386-9597,2014-06-23,A,PREMIER,273,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
221,Tanya,Davis,1999-12-19,sha256_000220,user220@example.com,555-800-5614,2023-08-23,I,DIGITAL,379,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
222,Beth,Hayden,1977-12-27,sha256_000221,user221@example.com,555-940-4896,2007-11-16,A,DIGITAL,201,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
223,Amy,Huff,1961-05-14,sha256_000222,user222@example.com,555-225-1322,2009-08-04,A,PREMIER,410,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
224,Julie,Johnston,1994-12-16,sha256_000223,user223@example.com,555-943-9637,2024-01-11,A,PREFERRED,410,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
225,Brian,Sampson,1960-03-10,sha256_000224,user224@example.com,555-764-1926,2010-10-08,A,DIGITAL,343,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
226,Breanna,Key,1988-01-08,sha256_000225,user225@example.com,555-363-1369,2024-01-30,A,DIGITAL,408,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
227,Wesley,Chambers,1954-05-13,sha256_000226,user226@example.com,555-146-3214,2012-01-21,I,PREMIER,331,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
228,Melissa,Adams,1969-09-22,sha256_000227,user227@example.com,555-614-1589,2024-08-31,I,PREMIER,251,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
229,Eric,Williams,1971-11-21,sha256_000228,user228@example.com,555-985-5095,2016-09-10,A,STANDARD,395,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
230,Susan,Avila,1996-09-02,sha256_000229,user229@example.com,555-337-5644,2013-04-26,C,STANDARD,434,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
231,Christopher,Ruiz,1977-06-29,sha256_000230,user230@example.com,555-810-3812,2011-11-27,A,BASIC,436,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
232,Jacob,Pearson,1951-02-25,sha256_000231,user231@example.com,555-142-1458,2018-01-29,A,STANDARD,185,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
233,Brooke,Moon,2007-03-14,sha256_000232,user232@example.com,555-865-2004,2008-01-25,I,BASIC,370,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
234,Emma,White,1957-09-20,sha256_000233,user233@example.com,555-671-4460,2010-12-31,A,PREFERRED,101,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
235,Joe,Richards,1975-07-07,sha256_000234,user234@example.com,555-798-1544,2022-04-07,A,STANDARD,328,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
236,David,Walters,1960-05-02,sha256_000235,user235@example.com,555-907-7283,2013-01-19,A,PREMIER,328,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
237,Pamela,Vasquez,1964-02-05,sha256_000236,user236@example.com,555-503-2862,2011-11-15,A,STANDARD,245,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
238,John,Davis,1979-07-30,sha256_000237,user237@example.com,555-978-3718,2019-10-09,A,PREMIER,497,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
239,Brooke,Bailey,1987-11-03,sha256_000238,user238@example.com,555-540-4546,2011-09-20,A,STANDARD,453,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
240,Christine,Cook,1966-07-04,sha256_000239,user239@example.com,555-307-4749,2008-07-12,I,PREFERRED,115,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
241,Robert,Santiago,1999-02-12,sha256_000240,user240@example.com,555-236-1014,2010-02-23,A,PREMIER,183,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
242,Brandy,Hodge,1969-05-25,sha256_000241,user241@example.com,555-360-2008,2011-03-27,A,PREMIER,183,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
243,Alexandra,Rivera,2002-03-02,sha256_000242,user242@example.com,555-472-8764,2013-10-13,A,STANDARD,459,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
244,Sarah,Steele,1964-12-30,sha256_000243,user243@example.com,555-246-1011,2021-01-10,A,BASIC,307,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
245,James,Roberts,1966-05-30,sha256_000244,user244@example.com,555-199-5572,2010-08-01,A,PREMIER,391,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
246,Jennifer,Landry,2002-11-07,sha256_000245,user245@example.com,555-347-5405,2019-03-01,I,STANDARD,423,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
247,John,Cervantes,1957-10-15,sha256_000246,user246@example.com,555-126-3997,2015-10-26,A,PREFERRED,407,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
248,Randy,Pierce,1980-08-31,sha256_000247,user247@example.com,555-468-4881,2020-02-26,A,BASIC,135,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
249,Emily,Gibson,1955-10-27,sha256_000248,user248@example.com,555-595-8024,2020-03-07,A,STANDARD,156,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
250,Kevin,Edwards,2005-09-20,sha256_000249,user249@example.com,555-520-8569,2023-04-11,A,BASIC,258,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
251,Leslie,Morris,1996-06-28,sha256_000250,user250@example.com,555-576-3342,2007-04-12,A,PREFERRED,235,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
252,Karen,Cordova,1975-06-07,sha256_000251,user251@example.com,555-305-3902,2023-06-21,A,PREMIER,398,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
253,Charles,Powell,1995-11-26,sha256_000252,user252@example.com,555-637-3182,2024-09-10,A,STANDARD,162,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
254,Stephen,Robertson,1986-06-03,sha256_000253,user253@example.com,555-921-5318,2007-10-12,A,DIGITAL,248,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
255,Yolanda,Travis,1964-04-11,sha256_000254,user254@example.com,555-876-7148,2015-05-14,A,BASIC,194,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
256,Wendy,Sandoval,1998-10-30,sha256_000255,user255@example.com,555-399-3054,2017-09-11,A,BASIC,175,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
257,Charles,Daniels,1963-02-17,sha256_000256,user256@example.com,555-768-3976,2011-09-25,A,BASIC,169,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
258,Jason,Gutierrez,2001-08-01,sha256_000257,user257@example.com,555-321-9372,2018-10-13,A,DIGITAL,178,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
259,Joseph,Lopez,1996-10-10,sha256_000258,user258@example.com,555-533-1437,2023-11-13,A,PREFERRED,325,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
260,Sarah,Cox,1969-02-28,sha256_000259,user259@example.com,555-544-5146,2011-11-21,C,STANDARD,264,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
261,Nicole,Avila,1955-05-19,sha256_000260,user260@example.com,555-876-7403,2022-11-28,A,PREMIER,274,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
262,Natasha,Garrett,1997-01-31,sha256_000261,user261@example.com,555-272-2353,2015-05-28,C,STANDARD,291,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
263,Mike,Wolf,1988-06-02,sha256_000262,user262@example.com,555-642-1426,2007-07-10,A,PREFERRED,396,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
264,Eric,Harris,1946-07-26,sha256_000263,user263@example.com,555-386-2243,2007-10-12,A,PREMIER,444,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
265,Martha,Dunn,1942-03-30,sha256_000264,user264@example.com,555-118-9268,2019-03-26,A,PREFERRED,310,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
266,Jade,Pennington,1969-08-08,sha256_000265,user265@example.com,555-180-1083,2010-11-18,A,STANDARD,356,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
267,Cheryl,Kim,1978-07-29,sha256_000266,user266@example.com,555-938-2694,2014-03-20,A,PREFERRED,395,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
268,Vanessa,Wolfe,1985-04-13,sha256_000267,user267@example.com,555-834-1281,2016-11-13,A,BASIC,376,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
269,Destiny,Martinez,1967-07-02,sha256_000268,user268@example.com,555-238-1995,2023-08-17,A,STANDARD,153,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
270,Alan,Dudley,1968-12-10,sha256_000269,user269@example.com,555-734-6580,2018-12-02,C,BASIC,493,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
271,Lisa,Lynch,1988-10-08,sha256_000270,user270@example.com,555-527-3174,2013-06-08,A,DIGITAL,165,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
272,Kevin,Allen,2006-12-24,sha256_000271,user271@example.com,555-179-6122,2006-10-10,A,PREMIER,264,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
273,Elizabeth,Moore,1998-05-13,sha256_000272,user272@example.com,555-307-6311,2026-04-25,A,PREFERRED,361,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
274,Sheila,Pierce,1944-04-29,sha256_000273,user273@example.com,555-718-8644,2012-02-15,A,DIGITAL,261,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
275,Dennis,Tran,1980-07-05,sha256_000274,user274@example.com,555-544-1042,2009-07-26,A,STANDARD,197,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
276,Darrell,Davis,1976-03-19,sha256_000275,user275@example.com,555-352-8679,2007-06-24,A,PREFERRED,469,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
277,Daniel,Gay,1977-03-25,sha256_000276,user276@example.com,555-579-6571,2017-12-22,A,STANDARD,128,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
278,Angela,Durham,1956-02-06,sha256_000277,user277@example.com,555-511-2464,2024-01-20,A,BASIC,198,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
279,Joseph,Murray,2004-02-27,sha256_000278,user278@example.com,555-906-7955,2021-01-07,A,PREFERRED,497,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
280,Cassandra,Wilson,2002-12-19,sha256_000279,user279@example.com,555-994-8698,2009-06-25,A,PREMIER,391,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
281,Jennifer,Collier,1990-01-14,sha256_000280,user280@example.com,555-361-3288,2008-12-08,A,PREFERRED,134,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
282,James,Jimenez,1975-12-03,sha256_000281,user281@example.com,555-323-9268,2013-09-24,A,BASIC,401,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
283,Cynthia,Moran,1963-07-28,sha256_000282,user282@example.com,555-600-5089,2023-12-20,A,DIGITAL,487,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
284,Joseph,Hicks,1975-08-26,sha256_000283,user283@example.com,555-970-6430,2023-12-26,A,BASIC,139,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
285,Tracy,Hill,1978-12-20,sha256_000284,user284@example.com,555-917-9860,2016-11-22,A,BASIC,265,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
286,Rebecca,Davenport,1945-09-18,sha256_000285,user285@example.com,555-171-4253,2014-09-14,I,PREMIER,287,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
287,Meghan,Baird,1997-09-22,sha256_000286,user286@example.com,555-759-8317,2025-10-07,I,PREFERRED,152,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
288,Christopher,Sanchez,1970-03-24,sha256_000287,user287@example.com,555-233-3865,2012-10-03,I,PREMIER,180,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
289,Rodney,Arnold,1972-03-14,sha256_000288,user288@example.com,555-592-8192,2015-07-29,I,PREMIER,169,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
290,Joshua,Reyes,1976-10-20,sha256_000289,user289@example.com,555-201-6406,2026-03-02,A,BASIC,174,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
291,Adam,Weeks,1954-06-08,sha256_000290,user290@example.com,555-366-2946,2024-07-04,A,BASIC,261,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
292,Kellie,Romero,1990-08-19,sha256_000291,user291@example.com,555-563-4725,2017-05-15,A,PREMIER,285,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
293,Dana,Suarez,1944-08-24,sha256_000292,user292@example.com,555-671-3858,2012-01-11,A,DIGITAL,195,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
294,Jose,Shields,1986-04-22,sha256_000293,user293@example.com,555-840-1702,2009-12-25,A,STANDARD,215,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
295,Joyce,Hill,1972-01-06,sha256_000294,user294@example.com,555-874-1268,2017-10-29,A,PREMIER,176,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
296,Andrea,Tyler,1973-08-23,sha256_000295,user295@example.com,555-761-4117,2020-07-13,I,BASIC,418,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
297,Ronald,Perry,1951-08-11,sha256_000296,user296@example.com,555-444-1171,2007-02-20,A,BASIC,184,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
298,Alec,Villa,1979-02-13,sha256_000297,user297@example.com,555-731-2489,2017-04-14,A,STANDARD,463,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
299,Charles,Romero,1989-06-15,sha256_000298,user298@example.com,555-692-7525,2020-02-19,A,DIGITAL,315,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
300,Nicole,Hoover,2007-01-22,sha256_000299,user299@example.com,555-859-7372,2017-08-10,I,PREFERRED,421,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
301,Rebecca,Campbell,1984-02-27,sha256_000300,user300@example.com,555-371-7646,2026-03-04,A,DIGITAL,354,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
302,Amy,Evans,1953-03-08,sha256_000301,user301@example.com,555-842-3854,2020-05-26,A,STANDARD,206,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
303,Mary,Matthews,2007-11-04,sha256_000302,user302@example.com,555-211-9009,2016-02-24,A,BASIC,340,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
304,Brandi,Duarte,1948-07-03,sha256_000303,user303@example.com,555-232-6343,2008-02-17,I,PREMIER,209,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
305,Earl,Burns,1972-02-29,sha256_000304,user304@example.com,555-312-2134,2011-09-20,I,PREMIER,147,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
306,David,Hernandez,1999-02-12,sha256_000305,user305@example.com,555-797-2293,2010-11-10,A,BASIC,201,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
307,Kyle,Ryan,1988-04-10,sha256_000306,user306@example.com,555-702-7237,2015-07-26,A,PREFERRED,210,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
308,Rachel,Reed,1971-05-31,sha256_000307,user307@example.com,555-154-2556,2024-03-18,A,PREFERRED,154,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
309,Laura,Arnold,1987-05-15,sha256_000308,user308@example.com,555-814-5565,2018-08-18,A,DIGITAL,109,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
310,Michelle,Daniels,2001-03-27,sha256_000309,user309@example.com,555-209-9924,2006-07-26,A,PREMIER,477,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
311,Rachel,Gibson,1963-12-01,sha256_000310,user310@example.com,555-338-1036,2025-07-13,A,STANDARD,305,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
312,Jason,Morris,1963-07-01,sha256_000311,user311@example.com,555-930-1149,2008-11-29,A,PREFERRED,260,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
313,John,Lopez,2000-07-18,sha256_000312,user312@example.com,555-597-9936,2012-10-14,A,PREMIER,471,2026-06-29 19:54:20.237607,2026-06-29 19:54:20.237609
